Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	wt_0h_1 Spectral Count	wt_0h_2 Spectral Count	wt_0h_3 Spectral Count	wt_10h_1 Spectral Count	wt_10h_2 Spectral Count	wt_10h_3 Spectral Count	wt_2h_1 Spectral Count	wt_2h_2 Spectral Count	wt_2h_3 Spectral Count	wt_4h_1 Spectral Count	wt_4h_2 Spectral Count	wt_4h_3 Spectral Count	wt_8h_1 Spectral Count	wt_8h_2 Spectral Count	wt_8h_3 Spectral Count	wt_0h_1 Unique Spectral Count	wt_0h_2 Unique Spectral Count	wt_0h_3 Unique Spectral Count	wt_10h_1 Unique Spectral Count	wt_10h_2 Unique Spectral Count	wt_10h_3 Unique Spectral Count	wt_2h_1 Unique Spectral Count	wt_2h_2 Unique Spectral Count	wt_2h_3 Unique Spectral Count	wt_4h_1 Unique Spectral Count	wt_4h_2 Unique Spectral Count	wt_4h_3 Unique Spectral Count	wt_8h_1 Unique Spectral Count	wt_8h_2 Unique Spectral Count	wt_8h_3 Unique Spectral Count	wt_0h_1 Total Spectral Count	wt_0h_2 Total Spectral Count	wt_0h_3 Total Spectral Count	wt_10h_1 Total Spectral Count	wt_10h_2 Total Spectral Count	wt_10h_3 Total Spectral Count	wt_2h_1 Total Spectral Count	wt_2h_2 Total Spectral Count	wt_2h_3 Total Spectral Count	wt_4h_1 Total Spectral Count	wt_4h_2 Total Spectral Count	wt_4h_3 Total Spectral Count	wt_8h_1 Total Spectral Count	wt_8h_2 Total Spectral Count	wt_8h_3 Total Spectral Count	wt_0h_1 Intensity	wt_0h_2 Intensity	wt_0h_3 Intensity	wt_10h_1 Intensity	wt_10h_2 Intensity	wt_10h_3 Intensity	wt_2h_1 Intensity	wt_2h_2 Intensity	wt_2h_3 Intensity	wt_4h_1 Intensity	wt_4h_2 Intensity	wt_4h_3 Intensity	wt_8h_1 Intensity	wt_8h_2 Intensity	wt_8h_3 Intensity	wt_0h_1 MaxLFQ Intensity	wt_0h_2 MaxLFQ Intensity	wt_0h_3 MaxLFQ Intensity	wt_10h_1 MaxLFQ Intensity	wt_10h_2 MaxLFQ Intensity	wt_10h_3 MaxLFQ Intensity	wt_2h_1 MaxLFQ Intensity	wt_2h_2 MaxLFQ Intensity	wt_2h_3 MaxLFQ Intensity	wt_4h_1 MaxLFQ Intensity	wt_4h_2 MaxLFQ Intensity	wt_4h_3 MaxLFQ Intensity	wt_8h_1 MaxLFQ Intensity	wt_8h_2 MaxLFQ Intensity	wt_8h_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q54YD9|FOL1_DICDI	Q54YD9	FOL1_DICDI	fol1	657	Dictyostelium discoideum	3:Protein inferred from homology	Folic acid synthesis protein FOL1	1.0	0.999	4	18	18	18	2	3	1	0	0	1	0	2	2	2	1	1	2	0	1	2	3	1	0	0	1	0	2	2	2	1	1	2	0	1	2	3	1	0	0	1	0	2	2	2	1	1	2	0	1	4.8295424E7	3.981792E7	4.5455436E7	3.4072832E7	3.7988412E7	2.4194802E7	3.8771252E7	3.6521632E7	7.4918472E7	2.8277236E7	4.437648E7	3.3235898E7	4.2335364E7	3.5394432E7	4.7625356E7	2.9154814E7	2.6600208E7	2.7085104E7	2.3471982E7	2.2323672E7	2.4194802E7	2.665403E7	3.1464914E7	4.3909976E7	2.8277236E7	3.0692788E7	1.9403992E7	2.8998412E7	2.0500402E7	2.762278E7	
sp|Q54YF2|AMPKA_DICDI	Q54YF2	AMPKA_DICDI	snfA	727	Dictyostelium discoideum	2:Experimental evidence at transcript level	5'-AMP-activated serine/threonine-protein kinase catalytic subunit alpha	1.0	0.999	4	25	25	25	4	0	2	1	3	3	1	2	0	2	0	1	3	1	2	4	0	2	1	3	3	1	2	0	2	0	1	3	1	2	4	0	2	1	3	3	1	2	0	2	0	1	3	1	2	9307891.0	9478324.0	3681003.2	1950633.2	4450406.0	8102359.5	3222141.5	8119014.0	0.0	5708645.0	0.0	4375427.0	1.1528872E7	0.0	1.3374797E7	5840343.0	5631065.0	1920042.5	1768262.0	3385817.2	7467547.0	2920892.8	5011413.5	0.0	5234615.5	0.0	3966353.8	5217256.0	0.0	5939301.0	
sp|Q54YF7|MANB_DICDI	Q54YF7	MANB_DICDI	manB	1035	Dictyostelium discoideum	3:Protein inferred from homology	Alpha-mannosidase B	0.9769	0.9989	1	2	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q54YG5|TPPC5_DICDI	Q54YG5	TPPC5_DICDI	trappc5	186	Dictyostelium discoideum	3:Protein inferred from homology	Trafficking protein particle complex subunit 5	0.9779	0.999	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2358513.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q54YG9|TCEA1_DICDI	Q54YG9	TCEA1_DICDI	tcea1	319	Dictyostelium discoideum	3:Protein inferred from homology	Transcription elongation factor A protein 1	1.0	0.999	4	20	20	20	1	1	0	2	1	1	1	1	4	2	1	2	2	1	0	1	1	0	2	1	1	1	1	4	2	1	2	2	1	0	1	1	0	2	1	1	1	1	4	2	1	2	2	1	0	1.7434264E7	0.0	4.7085556E7	5.70474E7	1.416233E7	1.653995E7	4.1075536E7	4.4981376E7	0.0	1.908959E7	3.8236308E7	4.8446616E7	2.0184232E7	3.7321948E7	3.2415638E7	1.9944612E7	0.0	2.5377944E7	3.063613E7	1.6201555E7	1.6818358E7	2.191427E7	2.425605E7	0.0	9712906.0	2.012726E7	2.608742E7	2.0523982E7	2.0121564E7	1.7479856E7	
sp|Q54YI1|HBX7_DICDI	Q54YI1	HBX7_DICDI	hbx7	80	Dictyostelium discoideum	3:Protein inferred from homology	Homeobox protein 7	0.9125	0.9957	1	9	9	9	1	1	0	0	0	1	2	0	1	0	2	1	0	0	0	1	1	0	0	0	1	2	0	1	0	2	1	0	0	0	1	1	0	0	0	1	2	0	1	0	2	1	0	0	0	2.53483296E8	3.62625856E8	3.86831584E8	1.98447472E8	1.59295856E8	2.0097432E8	5.4759053E8	2.79531392E8	4.31165536E8	2.99183808E8	3.62132576E8	3.25617056E8	2.45507072E8	2.67885504E8	2.45789472E8	2.53483296E8	3.62625856E8	3.86831584E8	1.98447472E8	1.59295856E8	2.0097432E8	5.4759053E8	2.79531392E8	4.31165536E8	2.99183808E8	3.62132576E8	3.25617056E8	2.45507072E8	2.67885504E8	2.45789472E8	
sp|Q54YJ6|IF1A_DICDI	Q54YJ6	IF1A_DICDI	eif1a	141	Dictyostelium discoideum	3:Protein inferred from homology	Eukaryotic translation initiation factor 1A	1.0	0.999	6	49	49	49	3	3	3	4	2	4	6	3	3	4	2	3	3	3	3	3	3	3	4	2	4	6	3	3	4	2	3	3	3	3	3	3	3	4	2	4	6	3	3	4	2	3	3	3	3	4.3603264E8	2.58448544E8	4.5955552E8	6.2140429E8	3.40309088E8	5.10490368E8	5.9323277E8	6.1597184E8	5.26753472E8	5.4829568E8	4.62649312E8	6.2155987E8	4.9973568E8	5.3812954E8	6.4767981E8	4.98030624E8	3.46355744E8	2.86804608E8	3.81173184E8	2.46100688E8	2.99274848E8	3.69119392E8	3.8037728E8	3.46077248E8	2.89998304E8	3.9358864E8	3.56829088E8	2.66736288E8	3.34532544E8	3.30975744E8	
sp|Q54YL2|DAK_DICDI	Q54YL2	DAK_DICDI	dak	245	Dictyostelium discoideum	1:Experimental evidence at protein level	Deoxyadenosine kinase	0.9995	0.999	2	7	7	7	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0.0	3.5230364E7	2.8365842E7	0.0	0.0	8299916.5	2.496431E7	2.5139342E7	0.0	0.0	1.8355234E7	1.9581128E7	8419006.0	1.9574096E7	1.4163791E7	0.0	3.4069312E7	2.7431018E7	0.0	2.1361028E7	8622989.0	2.4141588E7	2.431085E7	0.0	1.009987E7	1.775032E7	1.8935814E7	8141549.5	1.748128E7	1.3804782E7	
sp|Q54YM7|TM2D2_DICDI	Q54YM7	TM2D2_DICDI	DDB_G0278163	161	Dictyostelium discoideum	3:Protein inferred from homology	TM2 domain-containing protein DDB_G0278163	0.9784	0.999	1	10	10	10	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	6195646.5	1.5881803E7	0.0	2.7784728E7	2.1931004E7	3.246206E7	2.188061E7	2.9074252E7	1.4840574E7	3.8022936E7	2.9996148E7	2.8512958E7	2.9016748E7	0.0	3.4355416E7	6195646.5	1.5881803E7	0.0	2.7784728E7	2.1931004E7	3.246206E7	2.188061E7	2.9074252E7	1.4840574E7	3.8022936E7	2.9996148E7	2.8512958E7	2.9016748E7	0.0	3.4355416E7	
sp|Q54YN2|MAAI_DICDI	Q54YN2	MAAI_DICDI	mai	219	Dictyostelium discoideum	3:Protein inferred from homology	Maleylacetoacetate isomerase	1.0	0.999	8	125	125	125	10	9	10	8	9	10	6	7	8	7	8	10	8	9	6	10	9	10	8	9	10	6	7	8	7	8	10	8	9	6	10	9	10	8	9	10	6	7	8	7	8	10	8	9	6	2.55689808E8	2.49774464E8	3.14865312E8	1.87476352E8	2.17695168E8	2.88057824E8	2.58577568E8	2.79678784E8	2.39008992E8	2.41564032E8	2.49578384E8	2.78783104E8	2.64940608E8	1.95337088E8	2.3623984E8	2.17400032E8	1.94011696E8	2.35386448E8	1.71949504E8	1.68053984E8	2.01789472E8	1.8383744E8	2.16985408E8	1.85927648E8	2.0622832E8	1.84694096E8	1.88449408E8	1.91525088E8	1.73168832E8	2.01533472E8	
sp|Q54YN3|EMC3_DICDI	Q54YN3	EMC3_DICDI	emc3	314	Dictyostelium discoideum	3:Protein inferred from homology	ER membrane protein complex subunit 3	0.9861	0.999	2	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	2.1940106E7	2.5598422E7	2.0713722E7	2.0240904E7	0.0	2.0930508E7	1.8781336E7	0.0	0.0	2.263212E7	2.0629074E7	1.9396542E7	0.0	0.0	0.0	2.1940106E7	2.5598422E7	2.0713722E7	2.0240904E7	0.0	2.0930508E7	1.8781336E7	0.0	0.0	2.263212E7	2.0629074E7	1.9396542E7	
sp|Q54YP4|VPS11_DICDI	Q54YP4	VPS11_DICDI	vps11	952	Dictyostelium discoideum	3:Protein inferred from homology	Vacuolar protein sorting-associated protein 11 homolog	1.0	0.999	10	21	21	21	2	0	2	0	3	1	2	0	2	2	2	3	1	0	1	2	0	2	0	3	1	2	0	2	2	2	3	1	0	1	2	0	2	0	3	1	2	0	2	2	2	3	1	0	1	3.1499864E7	2.8287506E7	0.0	0.0	1.7499544E7	1.9342312E7	3.18228E7	3.0550716E7	2.7399984E7	4.9441912E7	3.8184224E7	3.0441308E7	2.499912E7	3.1372134E7	2.893734E7	2.2641016E7	1.8987018E7	3.240073E7	2.3294782E7	1.2362687E7	1.5674737E7	1.8567362E7	2.0777436E7	2.1690182E7	2.6647204E7	2.003746E7	1.9201424E7	1.7069418E7	1.8572962E7	1.9434142E7	
sp|Q54YQ9|MVD1_DICDI	Q54YQ9	MVD1_DICDI	mvd	391	Dictyostelium discoideum	3:Protein inferred from homology	Diphosphomevalonate decarboxylase	1.0	0.999	13	192	192	192	17	17	13	13	13	8	12	14	11	11	12	12	11	13	15	17	17	13	13	13	8	12	14	11	11	12	12	11	13	15	17	17	13	13	13	8	12	14	11	11	12	12	11	13	15	4.38041792E8	4.7064016E8	5.32538496E8	3.21976672E8	2.942208E8	3.2478688E8	4.77113344E8	4.8825888E8	3.56213952E8	3.76307008E8	4.46352192E8	4.27420416E8	4.074928E8	3.06042624E8	3.81156864E8	1.8273344E8	1.89997344E8	2.12900992E8	1.52742432E8	1.26308264E8	1.65410672E8	1.86913744E8	1.99127568E8	1.7935312E8	1.69590912E8	1.75067872E8	1.67522336E8	1.65643824E8	1.4312336E8	1.72875088E8	
sp|Q54YR4|SC61B_DICDI	Q54YR4	SC61B_DICDI	sec61b	61	Dictyostelium discoideum	3:Protein inferred from homology	Protein transport protein Sec61 subunit beta	0.9784	0.999	1	24	24	24	1	2	2	2	1	1	2	2	1	2	1	2	2	1	2	1	2	2	2	1	1	2	2	1	2	1	2	2	1	2	1	2	2	2	1	1	2	2	1	2	1	2	2	1	2	2.22380048E8	2.215312E8	1.71304976E8	4.5177072E8	4.2121488E8	4.04190656E8	2.31194112E8	2.47969264E8	2.36793088E8	2.69913536E8	2.39214592E8	1.89458608E8	3.61299328E8	3.96044032E8	3.60338784E8	2.22380048E8	2.215312E8	1.71304976E8	4.5177072E8	4.2121488E8	4.04190656E8	2.31194112E8	2.47969264E8	2.36793088E8	2.69913536E8	2.39214592E8	1.89458608E8	3.61299328E8	3.96044032E8	3.60338784E8	
sp|Q54YS0|Y8111_DICDI	Q54YS0	Y8111_DICDI	DDB_G0278111	117	Dictyostelium discoideum	3:Protein inferred from homology	DNA-binding protein DDB_G0278111	1.0	0.999	4	42	42	42	3	2	3	4	3	4	2	2	3	3	3	2	2	4	2	3	2	3	4	3	4	2	2	3	3	3	2	2	4	2	3	2	3	4	3	4	2	2	3	3	3	2	2	4	2	1.78189776E8	1.88374064E8	1.67882928E8	2.75106112E8	9.9144736E7	2.65818016E8	1.34021432E8	1.77639232E8	2.19264288E8	2.38979776E8	2.05940576E8	1.98902048E8	2.6716408E8	2.37158432E8	1.25689648E8	7.7813368E7	8.0311416E7	8.1300312E7	1.19755256E8	6.9394536E7	1.12285784E8	6.4879752E7	7.2634472E7	9.110792E7	9.2282288E7	7.6431456E7	8.7348656E7	1.14138032E8	1.07218752E8	9.2280376E7	
sp|Q54YS6|PNPO_DICDI	Q54YS6	PNPO_DICDI	pnpo	227	Dictyostelium discoideum	3:Protein inferred from homology	Pyridoxine-5'-phosphate oxidase	0.9995	0.999	2	11	11	11	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	7332390.0	5163200.5	8271809.0	7830248.0	6734461.0	3657771.2	0.0	6055570.5	0.0	0.0	7386730.0	5516071.5	6901494.5	5767034.0	5591548.0	7332390.0	5163200.5	8271809.0	7830248.0	6734461.0	3657771.2	0.0	6055570.5	0.0	0.0	7386730.0	5516071.5	6901494.5	5767034.0	5591548.0	
sp|Q54YT4|MECR_DICDI	Q54YT4	MECR_DICDI	mecr	350	Dictyostelium discoideum	3:Protein inferred from homology	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	1.0	0.999	20	317	317	317	20	22	26	16	17	21	21	24	21	21	23	20	22	18	25	20	22	26	16	17	21	21	24	21	21	23	20	22	18	25	20	22	26	16	17	21	21	24	21	21	23	20	22	18	25	1.57242675E9	1.68857242E9	1.45937088E9	1.27569331E9	8.4454656E8	1.4909033E9	1.55118618E9	1.66332902E9	1.51020019E9	1.52126707E9	1.58754432E9	1.61739674E9	1.27969677E9	1.28221069E9	1.51277722E9	6.3590355E8	6.3820115E8	5.7522496E8	4.667368E8	4.66068192E8	5.7920384E8	6.0084115E8	5.8337798E8	5.7466208E8	6.2657453E8	5.9431955E8	6.394375E8	5.28641472E8	5.11325664E8	6.1450362E8	
sp|Q54YV1|GACII_DICDI	Q54YV1	GACII_DICDI	gacII	817	Dictyostelium discoideum	3:Protein inferred from homology	Rho GTPase-activating protein gacII	0.9819	0.9981	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	4271068.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q54YV4|LONM1_DICDI	Q54YV4	LONM1_DICDI	DDB_G0278063	956	Dictyostelium discoideum	3:Protein inferred from homology	Lon protease homolog, mitochondrial 1	1.0	0.999	6	13	13	13	0	3	0	1	1	2	0	0	0	1	1	1	0	0	3	0	3	0	1	1	2	0	0	0	1	1	1	0	0	3	0	3	0	1	1	2	0	0	0	1	1	1	0	0	3	1.448958E7	2.7047978E7	1.6730056E7	4.5621852E7	2.4376992E7	5.1354004E7	3.085276E7	1.2234601E7	0.0	4.0088948E7	2.0730818E7	1.7088636E7	4.432772E7	5.0408632E7	5.886726E7	1.6819314E7	1.2170946E7	1.3995233E7	1.9635096E7	2.1276004E7	2.242515E7	1.5884119E7	1.4168395E7	1.4776974E7	1.7483592E7	1.7529826E7	1.5148795E7	1.6545498E7	2.2863448E7	2.6919858E7	
sp|Q54YW1|ELMOA_DICDI	Q54YW1	ELMOA_DICDI	elmoA	977	Dictyostelium discoideum	1:Experimental evidence at protein level	ELMO domain-containing protein A	1.0	0.999	5	7	7	7	1	0	0	0	1	0	1	1	1	0	0	2	0	0	0	1	0	0	0	1	0	1	1	1	0	0	2	0	0	0	1	0	0	0	1	0	1	1	1	0	0	2	0	0	0	5625470.0	0.0	0.0	0.0	4786427.5	0.0	0.0	0.0	0.0	1.781656E7	0.0	0.0	8688891.0	7539354.0	0.0	5625470.0	0.0	0.0	0.0	4786427.5	0.0	0.0	0.0	0.0	1.781656E7	0.0	0.0	8688891.0	7539354.0	0.0	
sp|Q54YW8|RPAB3_DICDI	Q54YW8	RPAB3_DICDI	polr2h	142	Dictyostelium discoideum	3:Protein inferred from homology	DNA-directed RNA polymerases I, II, and III subunit rpabc3	1.0	0.999	3	6	6	6	0	0	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	1	2	1	0.0	0.0	4.9132096E7	6.9668472E7	7.0298304E7	6.2851128E7	4.468518E7	5.9193372E7	4.0261484E7	6.59051E7	5.7396552E7	5.1294276E7	7.2199512E7	6.4907468E7	6.2341944E7	0.0	7.6534248E7	5.2092924E7	6.0308844E7	6.5856284E7	6.2339288E7	4.1861604E7	5.5453052E7	5.724474E7	5.6902332E7	5.3769768E7	4.8053084E7	6.763736E7	4.65869E7	4.9213016E7	
sp|Q54YX3|Y8031_DICDI	Q54YX3	Y8031_DICDI	DDB_G0278031	256	Dictyostelium discoideum	4:Protein predicted	CRAL-TRIO domain-containing protein DDB_G0278031	0.9784	0.999	1	4	4	4	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	6702435.0	0.0	8864106.0	7581998.5	2.1889506E7	1.4412154E7	1.4336199E7	1.5541442E7	1.3089906E7	1.8480882E7	2.6502638E7	2.786232E7	1.1381746E7	1.4049832E7	1.9599508E7	6702435.0	0.0	8864106.0	7581998.5	2.1889506E7	1.4412154E7	1.4336199E7	1.5541442E7	1.3089906E7	1.8480882E7	2.6502638E7	2.786232E7	1.1381746E7	1.4049832E7	1.9599508E7	
sp|Q54YX7|RM33_DICDI	Q54YX7	RM33_DICDI	mrpl33	63	Dictyostelium discoideum	3:Protein inferred from homology	Probable 39S ribosomal protein L33, mitochondrial	0.9784	0.999	1	13	13	13	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0.0	1.7915188E7	0.0	2.2978684E7	2.469575E7	1.7093992E7	1.9936916E7	1.5904299E7	1.980872E7	2.2534498E7	1.4355134E7	1.6766697E7	1.3863925E7	0.0	1.9560416E7	0.0	1.7915188E7	0.0	2.2978684E7	2.469575E7	1.7093992E7	1.9936916E7	1.5904299E7	1.980872E7	2.2534498E7	1.4355134E7	1.6766697E7	1.3863925E7	0.0	1.9560416E7	
sp|Q54YY1|SCAI_DICDI	Q54YY1	SCAI_DICDI	scai	773	Dictyostelium discoideum	3:Protein inferred from homology	Protein SCAI homolog	1.0	0.999	6	6	6	6	1	1	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0.0	0.0	1.858809E7	2.7994612E7	1.995494E7	1.4004853E7	9690204.0	1.366745E7	4563958.5	2.080718E7	2.2503592E7	2.109023E7	2.6558636E7	1.3357953E7	2.280285E7	0.0	0.0	1.221576E7	2.0826282E7	1.3775876E7	1.3138154E7	9090520.0	8744852.0	1.2417707E7	1.362568E7	1.5085533E7	1.5570259E7	1.8734916E7	1.2531288E7	1.6199888E7	
sp|Q54YZ0|UGPA2_DICDI	Q54YZ0	UGPA2_DICDI	ugpB	502	Dictyostelium discoideum	2:Experimental evidence at transcript level	UTP--glucose-1-phosphate uridylyltransferase 2	1.0	0.999	23	259	259	259	16	15	17	22	19	16	17	17	20	16	17	15	18	15	19	16	15	17	22	19	16	17	17	20	16	17	15	18	15	19	16	15	17	22	19	16	17	17	20	16	17	15	18	15	19	8.0570637E8	1.08468915E9	1.0354199E9	2.21934694E9	6.3005862E8	2.08809626E9	1.2866455E9	1.02201242E9	7.1635528E9	1.64257536E9	1.01116467E9	7.2272218E8	2.17234816E9	1.84553075E9	1.48095091E9	6.7600173E8	6.3989862E8	7.477561E8	1.05504262E9	7.9717139E8	1.00708954E9	6.796816E8	6.969209E8	7.8908045E8	8.2359667E8	6.8026707E8	6.4506746E8	1.01998989E9	7.6650637E8	8.156985E8	
sp|Q54YZ4|ETFB_DICDI	Q54YZ4	ETFB_DICDI	etfb	250	Dictyostelium discoideum	3:Protein inferred from homology	Electron transfer flavoprotein subunit beta	1.0	0.999	12	114	114	114	8	11	9	7	8	9	7	6	10	7	5	5	6	7	9	8	11	9	7	8	9	7	6	10	7	5	5	6	7	9	8	11	9	7	8	9	7	6	10	7	5	5	6	7	9	3.59491712E8	4.47822656E8	3.86878976E8	3.24791168E8	2.99553056E8	4.01640032E8	3.46377728E8	4.40252928E8	3.44213408E8	3.04391296E8	4.13586144E8	3.76002688E8	3.23288576E8	3.0269408E8	3.46320896E8	1.56950096E8	1.97779152E8	1.97696656E8	1.52877008E8	1.3718416E8	1.72790736E8	1.50814736E8	1.75694944E8	1.72053232E8	1.42546736E8	1.709656E8	1.6061272E8	1.50551824E8	1.41925248E8	1.60105872E8	
sp|Q54Z01|TBCB_DICDI	Q54Z01	TBCB_DICDI	tbcb	270	Dictyostelium discoideum	3:Protein inferred from homology	Tubulin-specific chaperone B	1.0	0.999	7	76	76	76	4	7	8	6	5	7	5	4	6	5	4	3	3	4	5	4	7	8	6	5	7	5	4	6	5	4	3	3	4	5	4	7	8	6	5	7	5	4	6	5	4	3	3	4	5	2.39619056E8	2.06615488E8	2.36849232E8	2.29409008E8	1.79081296E8	1.95065888E8	2.452204E8	2.28478384E8	1.811452E8	1.73945488E8	2.19377296E8	2.195708E8	1.81888176E8	2.21592432E8	1.92579664E8	9.73418E7	9.0201024E7	1.05009288E8	1.00375408E8	7.9614616E7	8.0118096E7	1.02924648E8	9.8561992E7	8.9085032E7	7.3152744E7	8.8686752E7	9.2429056E7	7.9366608E7	9.4181744E7	8.2985728E7	
sp|Q54Z08|SYF1_DICDI	Q54Z08	SYF1_DICDI	xab2	850	Dictyostelium discoideum	3:Protein inferred from homology	Pre-mRNA-splicing factor SYF1	0.9337	0.9968	1	2	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1.5354735E7	2.1624536E7	1.9819502E7	0.0	2.0223018E7	1.4929201E7	1.2207713E7	1.5106672E7	0.0	1.2167423E7	1.4724255E7	1.807585E7	1.4253979E7	1.81603E7	1.5544774E7	1.5354735E7	2.1624536E7	1.9819502E7	0.0	2.0223018E7	1.4929201E7	1.2207713E7	1.5106672E7	0.0	1.2167423E7	1.4724255E7	1.807585E7	1.4253979E7	1.81603E7	1.5544774E7	
sp|Q54Z09|RL14_DICDI	Q54Z09	RL14_DICDI	rpl14	157	Dictyostelium discoideum	3:Protein inferred from homology	60S ribosomal protein L14	1.0	0.999	11	213	213	213	17	15	14	13	11	13	16	12	13	15	15	16	13	17	13	17	15	14	13	11	13	16	12	13	15	15	16	13	17	13	17	15	14	13	11	13	16	12	13	15	15	16	13	17	13	6.5790013E9	6.9805814E9	5.2342405E9	5.4089042E9	4.9950198E9	5.6624282E9	5.7587599E9	6.4024914E9	6.0258765E9	5.9526098E9	5.7143685E9	5.9894692E9	5.099518E9	5.1524219E9	5.1805542E9	2.6166249E9	2.96041882E9	2.16614323E9	2.2565719E9	1.90612429E9	2.35590374E9	2.41702886E9	2.62514867E9	2.22438246E9	2.88040474E9	2.28354867E9	2.22971546E9	2.35440102E9	2.45218458E9	2.32287693E9	
sp|Q54Z13|VATG_DICDI	Q54Z13	VATG_DICDI	atp6v1g	107	Dictyostelium discoideum	1:Experimental evidence at protein level	V-type proton ATPase subunit G	1.0	0.999	10	158	158	158	14	14	15	8	7	8	12	15	8	8	12	14	8	8	7	14	14	15	8	7	8	12	15	8	8	12	14	8	8	7	14	14	15	8	7	8	12	15	8	8	12	14	8	8	7	1.51082803E9	1.4299881E9	1.73628262E9	1.48228582E9	1.70657446E9	1.46598054E9	1.60486566E9	1.59699994E9	1.55897498E9	1.87080013E9	1.60409958E9	1.81891213E9	1.84605594E9	1.85650022E9	1.60240909E9	8.7363405E8	8.1314054E8	9.5797875E8	5.8730266E8	5.7233722E8	5.5738208E8	9.5631686E8	8.2418285E8	7.0481741E8	6.5468608E8	8.4931328E8	8.9870144E8	6.2646458E8	6.9735494E8	5.10652992E8	
sp|Q54Z20|CUPJ_DICDI	Q54Z20	CUPJ_DICDI	cupJ	655	Dictyostelium discoideum	3:Protein inferred from homology	Putative calcium up-regulated protein J	1.0	0.999	5	10	10	10	0	0	0	0	0	1	1	1	2	1	1	1	0	1	1	0	0	0	0	0	1	1	1	2	1	1	1	0	1	1	0	0	0	0	0	1	1	1	2	1	1	1	0	1	1	2.217348E7	2.3106534E7	2.3898118E7	1.607371E7	1.9449962E7	0.0	2.1118008E7	2.4899512E7	1.9616528E7	1.9450082E7	2.1189064E7	1.9472796E7	1.701618E7	2.0954E7	1.5452906E7	2.217348E7	2.3106534E7	2.3898118E7	1.607371E7	1.9449962E7	0.0	2.1118008E7	2.4899512E7	1.9616528E7	1.9450082E7	2.1189064E7	1.9472796E7	1.701618E7	2.0954E7	1.5452906E7	
