wt_0h_a	wt_0h_b	wt_0h_c	wt_2h_a	wt_2h_b	wt_2h_c	wt_4h_a	wt_4h_b	wt_4h_c	wt_8h_a	wt_8h_b	wt_8h_c	wt_10h_a	wt_10h_b	wt_10h_c	GENE_ID	Gene_Name	Synonyms	Gene_products	UniProt_ID
24.51214	24.39299	24.23354	24.45377	24.01548	21.41230	24.41190	24.43669	24.13106	24.57938	25.10616	24.50830	25.14848	24.99511	24.46060	DDB_G0285969	deeJ	DJ-1, PARK7, DJ-1/ThiJ/PfpI family protein, peptidase C56 family protein	protein DJ-1	Q54MG7
21.54423	21.20099	21.53657	23.66803	23.04906	23.66515	23.58617	23.64973	23.95185	27.61551	26.86826	26.68735	28.14614	27.11313	27.70894	DDB_G0285939	ctnnA	vinA, Dd-alpha-catenin	alpha-catenin related protein	Q54MH2
21.13615	21.57485	21.83891	21.16164	19.56850	20.61863	21.72178	21.48520	21.68167	21.74761	21.52149	20.94147	21.47430	21.83754	21.32602	DDB_G0285937	dhx16	NA	DEAD/DEAH box helicase, putative RNA splicing factor	Q54MH3
25.98785	25.56250	25.84606	25.89766	25.83347	26.00376	26.05401	25.73713	26.17902	26.04706	26.12604	26.27157	26.39874	26.05108	26.31064	DDB_G0285931	dlpB	NA	dynamin-like protein B	Q54MH8
21.34746	23.45394	23.57450	23.68554	23.62770	23.04881	23.95558	23.98777	23.53613	21.50570	23.91587	24.25061	23.89145	23.11060	23.94360	DDB_G0285961	rfc1	NA	replication factor C subunit 1	Q54MH9
25.06968	25.51104	25.01153	34.11747	25.11120	25.00635	20.83919	25.36596	24.48311	24.91656	25.06954	21.32178	21.13129	25.15383	24.72105	DDB_G0285919	DDB_G0285919	NA	TIP41 family protein, TIP41-like protein	Q54MI6
21.87592	21.49179	21.40743	21.19696	21.40165	21.05977	21.02878	21.67598	21.47776	26.16288	25.58811	25.64052	28.10462	26.49521	27.35732	DDB_G0285917	DDB_G0285917	NA	unknown	Q54MI7
28.99633	29.03338	29.13989	28.93722	28.99150	29.01392	28.90712	28.86967	28.92667	28.56947	28.53932	28.90377	28.38263	28.46831	28.71124	DDB_G0285899	DDB_G0285899	NA	alanine transaminase, alanine aminotransferase, glutamate pyruvate transaminase	Q54MJ7
31.44333	31.53909	31.38558	31.38227	31.38624	31.29589	31.56345	31.40078	31.24218	31.31041	31.39242	31.36208	31.27487	31.19221	31.32123	DDB_G0285881	rpl18a	NA	S60 ribosomal protein L18a	Q54MK8
26.27261	26.03770	26.11443	26.16797	26.13967	25.99036	26.08329	25.97838	26.10490	26.10780	26.09041	26.11612	26.02312	26.05327	25.97112	DDB_G0285877	nadsyn1	NA	glutamine-dependent NAD(+) synthetase, NAD+ synthase (glutamine-hydrolysing)	Q54ML1
24.95915	24.76980	24.85277	25.06564	24.87552	24.91820	24.89691	24.97030	24.94181	24.82375	24.03437	24.81511	24.45920	24.58190	24.75436	DDB_G0285875	DDB_G0285875	HEATR1, UTP10	U3 snoRNP protein, U3 small nucleolar ribonucleoprotein, BP28, C-terminal domain-containing protein	Q54ML4
24.95879	24.80881	24.93604	24.75345	24.76790	24.90191	24.86728	24.47059	24.94445	24.85764	24.93933	25.00874	24.93955	25.31762	24.82688	DDB_G0285871	DDB_G0285871	NA	Ran GTPase binding protein, Mog1 family protein, RAN guanine nucleotide release factor	Q54ML6
25.27564	24.93771	25.13581	25.26926	25.14221	25.07598	24.94337	25.17603	25.08567	24.86917	24.97327	24.88441	24.87992	24.74004	24.96261	DDB_G0285813	DDB_G0285813	NA	coiled-coil domain containing protein	Q54MP2
20.62231	23.14732	21.54242	21.78411	23.26087	23.31452	23.40416	23.29770	21.30257	23.47903	23.15716	23.55102	20.87436	23.47991	23.23963	DDB_G0285803	DDB_G0285803	NA	N-acetyltransferase, GCN5-related N-acetyltransferase	Q54MP9
27.09951	27.13625	27.11143	27.16891	27.22417	26.92241	27.15538	26.99504	27.15901	27.03248	27.03416	27.09612	27.02904	26.93060	27.04208	DDB_G0285725	dhps	NA	deoxyhypusine synthase	Q54MQ7
26.20975	26.25247	26.05855	26.08845	26.04216	26.16017	26.51851	26.12712	26.00391	26.53469	26.34918	26.47536	26.38552	26.59561	26.47061	DDB_G0285717	gloB1	HAGH	hydroxyacylglutathione hydrolase, glyoxylase II, beta-lactamase domain-containing protein	Q54MR1
26.39193	26.32998	26.62191	26.39822	26.49661	26.33487	26.59454	26.55851	26.48741	26.59873	26.39252	26.28752	26.21670	26.51375	26.34997	DDB_G0285709	DDB_G0285709	hspN	heat shock protein Hsp70 family protein	Q54MR6
27.41199	27.44387	27.58027	27.34191	27.33683	27.25542	27.39924	27.34693	27.32943	27.42405	27.45980	27.42826	27.54056	27.37166	27.40245	DDB_G0285683	eif3I	eukaryotic translation initiation factor 3 subunit 2, eIF-3 beta	eukaryotic translation initiation factor 3 (eIF3) subunit I	Q54MT0
27.87369	27.90039	27.76732	28.11971	27.95482	27.78348	28.04067	28.01753	27.91236	27.97724	27.92903	27.92211	27.93073	27.96292	27.91688	DDB_G0285679	nol5a	NA	NOP5 family protein	Q54MT2
25.73265	25.69983	25.36979	25.66501	25.70176	25.64746	26.02925	25.81374	25.61386	25.78747	25.95497	26.07117	25.76645	26.09774	25.94103	DDB_G0285783	ndufa12	NA	NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 12	Q54MV7
31.38134	31.39488	31.54571	31.39623	31.40741	31.53388	31.54972	31.43121	31.41599	31.63097	31.53931	31.43777	31.44464	31.52850	31.55870	DDB_G0285597	rps28	NA	40S ribosomal protein S28	Q54MZ5
19.66466	22.99820	23.72690	21.01275	23.30115	21.12132	23.30729	23.34552	24.87735	23.55580	20.90478	23.39542	20.92905	23.23963	23.55117	DDB_G0285759	mmetS	metRS	methionyl-tRNA synthetase, methionine-tRNA ligase, methionyl-tRNA synthetase, mitochondrial, methionine-tRNA ligase, mitochondrial	Q54MZ8
28.29243	28.17309	28.46485	28.18006	28.03236	28.70233	28.34939	28.13252	28.25513	28.26385	28.23514	28.21812	28.14305	28.04158	28.07925	DDB_G0285591	cmbl	NA	carboxymethylenebutenolidase homolog, dienelactone hydrolase family protein	Q54MZ9
23.82139	24.06082	24.48109	24.56829	24.29226	24.82992	24.83102	24.49460	24.52989	24.98100	24.33573	24.75140	24.53637	24.48133	24.62312	DDB_G0285589	forH	dDia2, drf2, diaphanous related formin H	formin H	Q54N00
24.73852	24.33894	24.66586	24.34036	23.51176	24.09126	23.75773	24.12316	23.67583	23.73395	23.89967	24.06359	21.44964	23.53493	23.48130	DDB_G0285575	alkB	NA	alkylated DNA repair protein	Q54N08
31.47023	31.79663	32.05307	31.79674	31.58549	32.23190	32.24525	31.80929	31.62970	32.26196	31.75506	31.77432	31.89328	32.13715	31.85174	DDB_G0285561	rps15	NA	40S ribosomal protein S15	Q54N17
25.93622	26.28075	26.03904	25.87562	25.98562	25.81405	25.91355	26.23168	26.23740	26.45755	25.97689	26.10665	25.70552	25.79848	26.61250	DDB_G0285527	uch2	NA	peptidase C12 family protein, ubiquitin C-terminal hydrolase	Q54N38
25.35198	25.25447	25.43335	25.58604	25.45052	25.40700	25.09101	25.32537	25.24308	23.78561	24.10667	24.35513	22.83360	23.45999	23.98536	DDB_G0285515	ppan	NA	brix domain-containing protein	Q54N44
23.91319	24.06201	24.31254	23.99774	24.02251	24.80765	23.94728	24.31232	24.00724	24.08517	24.44190	24.11727	25.30750	23.74508	24.32885	DDB_G0285513	asf1	NA	anti-silencing protein 1	Q54N45
28.76143	28.77513	28.67554	28.77079	28.72963	28.77312	28.86316	28.65648	28.79426	28.76406	28.53842	28.85488	28.44139	28.77049	28.81368	DDB_G0285509	bcaA	BCAT	branched-chain amino acid aminotransferase, branched-chain-amino-acid transaminase	Q54N47
23.83415	24.17238	21.57297	24.51806	24.42554	21.11884	24.58783	24.45155	24.53778	21.22464	24.94875	24.65918	24.75536	24.82683	24.48660	DDB_G0285507	clp1	NA	pre-mRNA cleavage complex subunit	Q54N48
28.01028	27.97555	27.99735	26.90671	26.99759	26.68867	26.17271	26.29356	26.36898	24.97509	25.60767	25.85114	24.05001	25.44293	24.95692	DDB_G0285505	ino1	ISYNA1, MIPS	inositol-3-phosphate synthase, myo-inositol-1-phosphate synthase	Q54N49
25.89256	25.59063	25.85488	25.73149	25.90789	25.68638	26.02402	25.88954	26.08364	26.15336	26.04346	26.09354	26.14234	26.06136	26.09367	DDB_G0285503	dynB	Ddp50, DCTN2, p50	dynactin 50 kDa subunit, dynamitin	Q54N50
26.38587	26.28056	26.44992	26.37648	26.17635	26.25473	26.24099	26.19981	26.15353	25.88700	25.73797	26.05104	25.95675	25.88781	25.94393	DDB_G0285489	DDB_G0285489	NA	TRM112 family protein	Q54N57
27.08934	26.37899	25.83373	26.28471	26.35908	24.70435	24.95856	26.61088	26.03588	24.96030	25.20974	25.27990	24.33686	24.20075	25.18994	DDB_G0285471	DDB_G0285471	NA	glutaredoxin family protein	Q54N68
26.48425	26.42835	26.49034	26.32331	26.09278	25.98974	25.79862	25.83890	25.82293	24.59084	24.93595	25.16643	23.62950	25.10764	24.74692	DDB_G0285465	nog1	gtpbp4	nucleolar GTP-binding protein 1	Q54N72
22.28124	21.71471	20.93970	22.37136	22.78130	24.39868	23.17186	24.43462	21.03501	24.19239	22.47926	23.16957	23.31096	23.28423	23.92896	DDB_G0285455	impA	FKBP2	FKBP-type peptidylprolyl cis-trans isomerase (PPIase) ImpA	Q54N80
28.00994	28.07576	28.13676	27.94082	27.98892	28.12110	27.95972	27.94075	28.03614	27.99846	27.96009	28.04245	27.87825	27.72587	28.06707	DDB_G0285451	leuS	LeuRS	leucyl-tRNA synthetase, leucine-tRNA ligase	Q54N83
23.91915	24.07679	24.15940	21.22127	24.17538	24.04393	24.01747	24.18910	24.00776	23.80830	24.11843	24.12217	24.17508	24.23082	23.85434	DDB_G0285381	polD1	pol3, polD	DNA polymerase delta catalytic subunit, DNA polymerase delta subunit 1, DNA polymerase subunit delta p125	Q54N97
23.78651	23.49643	23.35652	23.64349	23.91784	23.46788	23.52630	24.17000	23.75221	23.96861	23.28392	23.74049	23.07458	24.05719	23.98671	DDB_G0285415	nup85	NA	nucleoporin 85	Q54NA0
30.06792	30.10221	30.14016	30.24198	30.28509	30.78121	30.40645	30.50404	30.32350	30.57950	30.46237	30.60562	30.31160	30.53456	30.41736	DDB_G0285357	DDB_G0285357	NA	FKBP-type peptidylprolyl cis-trans isomerase (PPIase)	Q54NB6
27.60719	27.70019	27.67937	27.47918	27.39900	27.76235	27.22751	27.25480	27.33113	26.69264	26.72680	26.94472	26.40006	26.56845	26.69440	DDB_G0285399	cyb5r1	NA	NADH-cytochrome b5 reductase	Q54NC1
25.12853	24.78436	21.93868	25.19826	24.95820	25.32463	24.32176	25.07768	24.87213	21.16817	25.62941	25.03821	25.51052	24.92659	24.91926	DDB_G0285395	snrpD2	NA	LSM (like-Sm) domain-containing protein, putative small nuclear ribonucleoprotein D2	Q54NC5
27.32046	27.66010	27.76259	28.62052	28.67077	28.29653	28.70646	28.85548	28.60117	29.24422	29.31887	28.96580	29.33701	28.96676	28.98408	DDB_G0285345	DDB_G0285345	NA	unknown	Q54ND0
20.68565	27.24417	27.32884	28.08819	26.65425	29.73570	28.29418	28.15367	24.22291	28.90512	28.38058	28.62701	28.58134	27.93573	27.86550	DDB_G0285343	gtf2a2	TFIIA, TFIIA2, T2AG	transcription initiation factor IIA gamma chain, transcription factor IIA, small chain	Q54ND1
28.83121	28.71986	28.41841	28.54128	28.64001	28.91144	28.82922	28.59781	28.54874	28.97304	28.77956	28.97189	28.70674	28.69878	28.95865	DDB_G0285311	gpmA	PGAM	phosphoglycerate mutase	Q54NE6
23.81034	21.34798	22.90045	23.31309	23.92047	21.08490	23.94702	24.07624	24.01543	21.55387	21.64824	23.53333	23.84240	22.23050	22.47985	DDB_G0285295	vps28	NA	vacuolar protein sorting 28 family protein	Q54NF1
25.36065	25.47744	25.86686	25.69888	25.67779	25.48618	25.54176	25.84730	25.73047	25.83565	25.71765	25.78955	25.90344	25.75403	25.88938	DDB_G0285291	DDB_G0285291	NA	NA	Q54NF3
26.36134	26.63204	26.32688	25.72959	26.30312	26.23339	26.41765	26.31933	26.17381	26.22249	25.99917	26.25294	25.98097	26.21506	26.49268	DDB_G0285253	scrA	SCAR, WAVE	SCAR1	Q54NF8
31.51566	32.02227	32.13539	31.75223	31.57838	31.23285	31.31767	31.80657	31.75316	31.25335	30.91246	31.33770	31.23992	30.40542	31.53833	DDB_G0285277	rpl17	NA	S60 ribosomal protein L17	Q54NG2
28.39885	28.25026	28.25246	28.18997	28.33570	28.17176	28.32187	28.11891	28.11818	28.27281	28.07017	28.07565	27.99368	27.99405	28.15709	DDB_G0285267	sdh	NA	saccharopine dehydrogenase	Q54NG9
26.75824	26.76540	26.48715	26.85401	26.58849	26.79797	26.95035	26.70068	26.83686	26.75565	26.77182	26.88340	26.55980	26.96945	26.74909	DDB_G0285239	ndufs7	NA	NADH-ubiquinone oxidoreductase 20 kDa subunit, NADH dehydrogenase (ubiquinone) Fe-S protein 7	Q54NI6
27.79969	28.09108	27.92625	27.51117	27.67857	28.21688	27.96393	27.62453	27.63011	27.81838	27.48736	27.55163	27.74591	26.84136	27.85237	DDB_G0285193	hprT	HGPRT, HPT	hypoxanthine phosphoribosyltransferase	Q54NJ8
24.57991	25.21582	25.58075	24.49283	24.82901	25.00909	24.61430	24.84924	25.00343	24.77575	24.40062	24.37953	24.55451	23.90829	24.34833	DDB_G0285189	DDB_G0285189	NA	unknown	Q54NK1
23.57534	23.88289	24.26902	23.71407	22.71855	24.13684	23.47881	24.22041	24.11222	23.87163	21.39872	23.36389	23.92837	23.78183	22.97967	DDB_G0285175	vmp1	tmem49	vacuole membrane protein 1	Q54NL4
23.92357	20.92550	21.58078	21.25655	20.71377	24.89360	23.97320	24.67665	24.60787	21.61504	23.63884	24.18233	24.62708	21.70466	24.24325	DDB_G0285141	osbJ	NA	oxysterol binding family protein, member 10	Q54NM4
27.90951	28.10127	27.68286	28.02327	27.90169	28.06866	28.08024	28.05580	27.89576	28.17144	28.12896	28.17455	28.07397	28.18055	28.13437	DDB_G0285159	stt3	oligosaccharyl transferase, STT3 subunit	dolichyl-diphosphooligosaccharide-protein glycotransferase subunit Stt3	Q54NM9
27.41321	27.37902	27.30073	27.24937	27.03784	26.91383	27.00696	27.09263	26.99708	26.58436	26.65983	26.72697	26.40766	26.63011	26.47292	DDB_G0285111	snpA	alpha-SNAP	soluble NSF attachment protein alpha isoform	Q54NP6
27.33679	27.45151	27.29379	27.27985	27.33214	27.26906	27.69498	27.47834	27.36670	28.09687	27.65767	27.99612	27.91304	27.80762	28.19851	DDB_G0285105	psmD13	NA	26S proteasome non-ATPase regulatory subunit 13, 26S proteasome regulatory subunit S11	Q54NQ0
25.34014	26.41242	26.40434	25.76437	25.82110	26.10436	25.92249	25.70918	25.96551	25.94303	25.27409	25.98761	24.95525	25.73444	26.13421	DDB_G0285021	DDB_G0285021	NA	putative NADH dehydrogenase (ubiquinone) protein 9	Q54NR3
27.02090	26.89008	26.86409	26.88456	26.92405	26.94831	26.92056	26.89247	26.90550	27.00151	26.89602	27.15117	27.03195	27.13396	27.14104	DDB_G0285011	DDB_G0285011	NA	putative mitochondrial transferase caf17	Q54NS1
24.90114	23.86096	23.98993	23.66981	23.49163	21.98042	21.31776	21.76729	23.73222	25.45068	23.16709	21.59090	21.70872	22.99155	21.17817	DDB_G0285095	DDB_G0285095	NA	TPR repeat-containing protein	Q54NS3
27.19155	27.06299	26.59514	27.16766	26.88441	27.15218	27.36977	27.02228	27.17161	20.70036	26.86580	27.05213	27.02382	27.35935	26.89720	DDB_G0285007	prafB	NA	PRA1 family protein 2	Q54NS7
26.01462	25.79098	25.63308	25.74669	25.47093	25.57476	25.26865	25.11651	25.42903	25.27470	24.40756	25.14767	21.09620	25.23225	24.44474	DDB_G0285003	aifC	NA	putative apoptosis inducing factor	Q54NS9
24.50344	24.51374	22.32892	24.60293	24.62152	24.86868	24.84098	24.66254	24.42003	24.45949	24.40568	23.76781	24.51088	23.89240	24.26696	DDB_G0284987	repG	FEN1	XPG, flap structure specific endonuclease 1	Q54NU0
28.57622	28.44466	28.42921	28.27599	28.37926	28.01733	28.38007	28.13827	28.28933	28.08640	27.82004	27.87710	27.54502	27.92645	27.84623	DDB_G0284985	rab1D	NA	Rab GTPase	Q54NU2
24.69400	24.58631	24.46781	24.42642	25.08704	24.32326	25.02029	24.52031	24.82190	26.06232	25.57599	25.68190	26.00852	25.91126	25.74490	DDB_G0284975	tpsB	NA	glycosyltransferase, alpha,alpha-trehalose-phosphate synthase, trehalose 6-phosphate synthase, trehalose-phosphatase	Q54NU9
25.52130	25.62628	25.75860	25.15241	25.67643	25.05321	25.51764	25.41155	25.42574	25.88281	25.98166	25.79968	26.31178	25.72730	25.92411	DDB_G0284863	limB	lim2, paxA	LIM-type zinc finger-containing protein B	Q54NW4
25.70452	25.56494	25.65597	25.70415	25.66946	25.51928	25.55606	25.75121	25.72574	25.74239	25.79213	25.53736	25.86072	25.56945	25.63448	DDB_G0284953	oplah	NA	5-oxoprolinase (ATP-hydrolyzing), 5-oxo-L-proline amidohydrolase	Q54NW6
26.23189	26.48880	26.22383	26.47042	26.44713	26.19245	26.23274	26.25702	26.24660	24.91872	25.44962	25.48735	24.43438	25.25262	25.09479	DDB_G0284945	fsjC	ftsj3	rRNA methyltransferase, putative rRNA (uridine-2'-O-)-methyltransferase	Q54NX0
26.84445	27.14653	26.91730	27.19960	27.07490	26.99415	26.81423	26.89304	26.82822	26.86641	26.78117	26.68975	26.82590	26.16917	26.88228	DDB_G0284915	DDB_G0284915	NA	class II aldolase/adducin, N-terminal domain-containing protein	Q54NY7
28.15268	28.25435	28.25430	28.46193	28.20826	28.28720	28.20369	28.30362	28.39054	28.05509	27.92172	28.23337	27.88207	27.76863	28.12270	DDB_G0284911	timm10	NA	mitochondrial import inner membrane translocase subunit 10	Q54NZ0
21.21607	22.91431	23.34619	24.71162	24.24816	23.11387	24.70184	24.17465	21.20567	24.21759	24.92877	24.54931	24.96084	21.87883	24.61842	DDB_G0284869	memo1	2034, orf2034	unknown	Q54NZ1
25.28817	24.96178	24.91009	24.87977	25.35710	25.33763	25.49360	25.54654	25.63953	25.81784	25.49821	25.72666	26.11342	25.54383	25.87484	DDB_G0284903	culC	NA	cullin C	Q54NZ5
27.05886	27.14291	26.89157	27.06066	26.99096	27.09202	26.94681	27.06460	26.87215	26.59798	26.83827	26.78944	25.94269	26.03472	26.13449	DDB_G0285053	alrB	NA	aldo-keto reductase	Q54NZ7
25.31401	25.41009	25.33033	25.40591	25.60305	26.01231	25.63014	25.44091	25.54218	25.90939	25.68850	25.85714	25.71781	25.84902	25.93028	DDB_G0284901	DDB_G0284901	NA	isochorismatase family protein 1B	Q54NZ8
27.04255	26.92871	27.03345	27.20955	26.80706	26.61252	26.70585	26.61289	26.78748	26.27032	26.18338	26.41898	26.23893	26.22188	26.16386	DDB_G0284897	abkD	AdckB2	ABC1 family protein kinase AbkD	Q54P00
23.11964	22.77792	21.40194	22.64811	21.36184	21.81330	23.13272	22.90462	23.39265	22.46032	21.81679	21.35570	21.00299	21.57748	21.05101	DDB_G0285051	rab32D	NA	Rab GTPase	Q54P07
25.32154	25.28304	25.57216	25.69845	25.71040	25.89876	25.77369	25.84278	25.95670	25.47271	25.56652	25.81523	25.20493	25.75029	25.47555	DDB_G0284867	abcC8	NA	ABC transporter C family protein	Q54P13
24.45532	24.47892	24.49362	24.58449	24.63285	24.60043	24.64488	24.37940	24.64090	24.64395	24.51255	24.50447	24.10346	24.53640	24.52646	DDB_G0284879	commd2	NA	COMM domain-containing protein 2	Q54P14
24.14400	25.75876	24.93196	25.38112	25.45254	24.65607	25.26594	25.71058	23.93260	25.33501	25.68344	25.12142	25.71623	25.58100	25.66657	DDB_G0284847	DDB_G0284847	NA	MIR domain-containing protein	Q54P23
25.54441	25.44597	25.56165	25.33118	25.49003	25.35740	25.71392	25.38074	25.49595	25.76876	25.78625	26.06955	25.69319	25.86069	25.82287	DDB_G0284809	isca2	NA	iron-sulfur cluster assembly 2 homolog	Q54P40
28.82235	28.76241	28.65628	28.51072	28.41851	29.00364	28.64646	28.81097	28.85647	28.52975	28.46915	28.79479	28.52554	27.59922	28.68015	DDB_G0284799	ndufa8	NA	putative NADH dehydrogenase (ubiquinone), putative NADH-ubiquinone oxidoreductase 19 kDa subunit, CHCH domain-containing protein, NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 8	Q54P46
25.05702	24.64758	24.90863	25.62736	25.60394	25.38510	25.35388	25.55460	25.82193	25.35109	25.43464	25.35522	25.20586	25.25706	25.37142	DDB_G0284791	cpnC	NA	phospholipid-binding protein, copine C	Q54P51
24.82787	24.62123	24.49221	25.51470	24.79668	25.36787	25.54002	26.01554	26.06944	25.49936	26.08458	26.14388	25.78054	25.30710	25.71209	DDB_G0284777	DDB_G0284777	NA	DUF1183 family protein	Q54P59
24.64695	24.66549	24.97883	24.59211	24.78331	25.14969	24.15556	24.79506	24.78329	24.46696	24.42815	23.96170	23.61735	22.82068	24.33729	DDB_G0284769	vps24	NA	SNF7 family protein	Q54P63
21.73428	21.57339	21.82882	21.39211	21.17241	22.03923	20.05626	21.39859	21.69614	26.95990	26.45791	26.25173	27.70923	26.90250	27.22562	DDB_G0284759	psiM	NA	PA14 domain-containing protein	Q54P69
24.12710	23.85858	24.41141	24.62353	24.35375	24.35937	24.83422	24.44670	24.45667	25.11230	24.57317	24.83988	24.67879	24.76347	24.47825	DDB_G0284757	DDB_G0284757	NA	OTU domain containin protein	Q54P70
26.78802	26.61078	26.73422	26.68813	26.53759	26.69911	26.71919	26.55221	26.64835	26.67034	26.42676	26.64417	26.46718	26.58322	26.60134	DDB_G0284755	DDB_G0284755	NA	histidine acid phosphatase family protein	Q54P71
25.85682	25.73244	25.88539	26.00037	25.97988	25.88567	26.01068	25.96661	26.23336	25.76821	25.87404	26.09393	24.77151	25.66878	25.60567	DDB_G0284831	4cl1	4cl	4-coumarate-CoA ligase	Q54P77
24.69771	24.52580	25.63737	20.67416	22.77875	21.27890	21.39753	21.00800	21.86072	20.76628	21.75245	21.51439	21.27935	20.85820	21.60509	DDB_G0284699	mtr	NA	cobalamin-dependent methionine synthase, methionine synthase, 5-methyltetrahydrofolate:L-homocysteine S-methyltransferase, dihydropteroate synthase	Q54P92
23.48393	23.37158	23.24631	23.25358	23.67022	24.72609	24.33747	23.55265	23.25118	24.47357	24.05937	23.99615	23.58434	24.22139	23.70949	DDB_G0284697	hemC	HMBS	porphobilinogen deaminase, hydroxymethylbilane synthase	Q54P93
29.85880	29.83108	30.11674	29.96826	30.03800	29.89704	29.76298	30.02345	30.18693	29.99498	30.26926	30.17186	30.03750	29.78054	30.10441	DDB_G0284693	DDB_G0284693	NA	cytochrome c oxidase subunit VIb	Q54P95
21.06631	20.97881	24.47036	24.06208	24.41447	24.14169	23.79211	23.94581	24.61161	24.31170	23.99473	24.08726	21.13844	24.30416	24.32376	DDB_G0284685	mpi	PMI	mannose-6-phosphate isomerase, phosphomannose isomerase	Q54PA0
24.06902	24.26536	24.49121	24.08000	24.20572	22.27098	23.13660	24.45551	24.37275	21.33166	21.31264	21.72358	20.97863	21.88362	20.61904	DDB_G0284671	DDB_G0284671	NA	unknown	Q54PA8
28.32484	28.35063	28.39528	28.22712	28.37774	28.43495	28.40366	28.23662	28.14276	28.30610	28.08080	28.25423	27.59560	27.97316	28.14345	DDB_G0284669	prsA	PRS	phosphoribosyl pyrophosphate synthetase	Q54PA9
21.04705	23.49892	21.32410	21.83908	23.43794	23.39742	23.52829	23.76882	23.42484	23.29990	23.50428	23.17433	23.45590	21.12706	23.26961	DDB_G0284663	mrd1	rbm19	RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM	Q54PB2
24.63565	24.59266	24.32236	24.59777	24.68452	25.04724	25.15406	24.89508	24.93753	24.92497	24.95711	25.24216	24.25436	25.01577	24.78413	DDB_G0284651	gcsA	gshA, GCS, gamma glutamylcysteine synthetase	glutamate-cysteine ligase	Q54PC2
24.14142	24.22223	24.45019	24.32050	24.02290	24.22144	24.60553	24.73977	21.56018	20.93621	20.86609	24.59121	20.80992	23.82155	24.06346	DDB_G0284621	pwp2	UTP1	WD40 repeat-containing protein, periodic tryptophan protein	Q54PE0
26.48168	26.77995	26.48940	27.34838	26.43843	27.10838	25.23135	27.27079	25.20714	28.32238	26.75240	27.46940	28.67514	26.99271	26.90498	DDB_G0284619	DDB_G0284619	NA	NA	Q54PE1
25.00970	24.84015	24.65276	24.81517	24.93823	24.98460	25.05540	24.87765	24.67423	24.65221	24.84882	24.64366	24.72099	24.99001	24.82270	DDB_G0284601	csnk2b	NA	putative casein kinase II beta chain (CK2), putative casein kinase II regulatory subunit	Q54PF1
27.13606	26.99378	27.17056	27.08463	27.13862	27.12619	27.34544	27.09703	27.04534	27.54571	27.25736	27.33955	27.35019	27.26203	27.44364	DDB_G0284597	csn5	NA	Mov34/MPN/PAD-1 family protein, COP9 signalosome complex subunit 5	Q54PF3
25.79470	25.67303	25.81161	26.10314	26.07069	25.84785	26.10173	26.49607	26.54637	25.84487	25.88023	26.31140	25.44923	26.01945	25.85030	DDB_G0284571	gacC	RacGAP	RhoGAP domain-containing protein	Q54PG5
21.34223	22.97164	22.03004	21.67123	23.30342	22.87239	23.06377	23.09848	23.54001	23.18256	22.76864	22.83457	23.58777	20.88680	22.96213	DDB_G0284563	cwc2	NA	pre-mRNA-splicing factor cwc2	Q54PH5
31.80363	31.68807	31.63488	31.45291	31.53303	31.74976	31.61456	31.52109	31.42862	31.81186	31.50449	31.83421	31.30765	31.49051	31.47445	DDB_G0284533	rps13	NA	40S ribosomal protein S13	Q54PH8
22.29737	21.80777	22.30850	21.63433	22.58111	20.78980	21.21211	21.41188	22.96338	21.39474	20.92086	21.21068	21.67887	23.24079	21.11297	DDB_G0284557	DDB_G0284557	NA	gluconokinase, gluconate kinase	Q54PI5
27.81088	27.96084	27.99857	27.85968	27.85907	28.15386	28.01526	28.09983	28.02636	28.52963	28.12604	28.43880	28.56851	27.93856	28.57054	DDB_G0284517	psmC6	NA	26S protease regulatory subunit S10B, 26S proteasome subunit ATPase 6	Q54PJ1
26.82251	26.86447	26.96386	26.81150	26.91297	26.86184	26.75526	26.85425	26.68307	26.91859	26.70038	26.74836	26.73765	26.82856	26.77709	DDB_G0284433	DDB_G0284433	NA	N-acetyl-D-glucosamine kinase	Q54PM7
28.05783	28.20663	28.13013	28.26710	28.34250	28.50685	28.71196	28.47564	28.42515	29.07026	28.72579	28.90025	28.99282	28.74098	29.09240	DDB_G0284415	psmC3	NA	26S proteasome ATPase 3 subunit, 26S protease regulatory subunit 6A, TAT-binding protein 1	Q54PN7
30.10764	30.07478	29.84252	30.10852	29.88097	30.09765	30.17989	29.94156	30.07246	29.76687	29.67734	30.05170	29.22095	29.54522	29.88576	DDB_G0284407	erg24	NA	putative delta(14)-sterol reductase	Q54PP1
23.54445	23.68175	24.65735	24.06883	24.24155	23.99484	23.98689	24.20506	24.19402	23.83544	23.93650	24.14145	24.27490	24.05534	23.96341	DDB_G0284329	gefA	aimless, aleA, RasGEFA, RasGEF	Ras guanine nucleotide exchange factor A	Q54PQ4
26.66572	27.66105	26.81581	26.84479	26.46835	26.74760	26.10950	25.50730	26.86781	26.06108	26.33641	25.61416	25.99507	26.50167	26.86921	DDB_G0284363	cf60	CF60 counting factor complex component	CF complex subunit CF60	Q54PR9
