wt_0h_a	wt_0h_b	wt_0h_c	wt_2h_a	wt_2h_b	wt_2h_c	wt_4h_a	wt_4h_b	wt_4h_c	wt_8h_a	wt_8h_b	wt_8h_c	wt_10h_a	wt_10h_b	wt_10h_c	GENE_ID	Gene_Name	Synonyms	Gene_products	UniProt_ID
6.725334e-05	7.286407e-05	7.102976e-05	7.733606e-05	8.042251e-05	7.419555e-05	7.143640e-05	7.329534e-05	7.824164e-05	3.280077e-05	7.253893e-05	7.082138e-05	8.045313e-05	6.106044e-05	7.465902e-05	DDB_G0289523	copZa	copZ1, zeta1-COP	clathrin adaptor complex, small chain family protein, coatomer protein complex zeta subunit	Q54HD4
1.756207e-06	2.090173e-06	3.000060e-06	2.045238e-06	2.520352e-06	2.768759e-06	7.143379e-07	1.463088e-06	2.337789e-06	2.809549e-06	2.895752e-06	1.567758e-06	1.795547e-06	4.307101e-06	2.528838e-06	DDB_G0289507	act25	NA	actin	Q54HF0
2.492103e-04	1.798546e-04	2.270174e-04	1.534327e-04	1.174492e-04	1.254345e-04	1.032627e-04	1.362209e-04	2.804484e-04	1.859582e-04	2.353597e-04	1.997868e-04	2.027946e-04	1.492135e-04	1.239552e-04	DDB_G0289505	act24	NA	actin	Q54HF1
2.995396e-05	3.312980e-05	3.950248e-05	3.464684e-05	2.826464e-05	6.749352e-05	3.435671e-05	4.533609e-05	4.848851e-05	6.650230e-05	4.330913e-05	3.157128e-05	2.793037e-05	5.432248e-05	5.902644e-05	DDB_G0289499	lsm7	NA	LSM (like-Sm) domain-containing protein, putative U6 small nuclear ribonucleoparticle-associated protein	Q54HF6
7.095995e-04	6.830241e-04	6.889424e-04	8.587990e-04	8.166304e-04	8.147337e-04	8.192619e-04	8.786511e-04	8.267216e-04	9.886309e-04	9.832437e-04	9.023089e-04	1.025943e-03	9.960404e-04	9.208526e-04	DDB_G0289483	ctxA	ctxI, cortexillin I	actin bundling protein cortexillin I	Q54HG2
2.458174e-05	2.554992e-05	2.713316e-05	2.250636e-05	2.790398e-05	2.591346e-05	2.191062e-05	1.903427e-05	2.306535e-05	2.405469e-05	1.813708e-05	2.464107e-05	1.663239e-05	3.226833e-05	2.014756e-05	DDB_G0289471	auh	NA	enoyl-CoA hydratase/isomerase domain-containing protein, methylglutaconyl-CoA hydratase	Q54HG7
2.613673e-04	2.797219e-04	2.520070e-04	2.826901e-04	3.030587e-04	2.756157e-04	2.908705e-04	2.875388e-04	2.995118e-04	3.043057e-04	3.121445e-04	3.151347e-04	2.986262e-04	4.066262e-04	3.178538e-04	DDB_G0289479	swp1	oligosaccharyltransferase delta subunit	dolichyl-diphosphooligosaccharide-protein glycotransferase subunit Swp1	Q54HG9
5.329934e-05	5.600409e-05	6.373888e-05	6.304137e-05	4.375932e-05	5.675135e-05	5.629784e-05	2.924386e-05	6.080707e-05	4.561785e-05	5.822876e-05	5.380027e-05	3.010515e-05	6.100001e-05	5.091066e-05	DDB_G0289463	srr	DdSR	serine racemase	Q54HH2
2.699674e-06	1.572435e-06	2.954581e-06	1.492116e-06	2.743127e-06	2.975212e-06	1.722103e-06	1.760361e-06	2.233736e-06	1.694909e-06	3.306518e-06	1.728956e-06	1.231780e-05	1.632997e-05	1.180944e-05	DDB_G0289451	tmem167	NA	TMEM167 family protein	Q54HH9
1.237397e-05	1.302953e-05	1.269259e-05	1.233757e-05	1.260046e-05	1.646608e-05	2.828109e-06	9.620348e-06	9.616530e-06	1.444119e-05	9.634342e-06	1.653842e-06	6.290547e-06	2.464190e-06	2.047015e-06	DDB_G0289445	prmt2	NA	protein arginine methyltransferase	Q54HI0
1.175740e-04	1.068702e-04	1.259034e-04	1.382191e-04	1.326579e-04	1.420791e-04	1.428457e-04	1.528705e-04	1.481138e-04	1.460090e-04	1.344934e-04	1.433853e-04	1.498023e-04	1.558443e-04	1.410945e-04	DDB_G0289429	lmnB	NE81	lamin-like protein	Q54HI5
6.687820e-05	6.113563e-05	6.641116e-05	7.512001e-05	6.872660e-05	7.732181e-05	6.862006e-05	8.129136e-05	6.833407e-05	5.083221e-05	4.772513e-05	6.109455e-05	3.424101e-05	5.339889e-05	4.108202e-05	DDB_G0289415	DDB_G0289415	NA	Pescadillo homolog	Q54HJ2
1.047670e-04	1.055976e-04	1.129273e-04	1.034831e-04	1.093058e-04	1.004476e-04	1.072687e-04	1.043718e-04	1.071862e-04	1.150959e-04	1.095997e-04	1.104632e-04	1.197527e-04	1.286581e-04	1.237593e-04	DDB_G0289371	copG	gamma-COP	adaptin N-terminal domain-containing protein, coatomer protein complex gamma subunit	Q54HL0
1.073213e-04	1.049574e-04	9.259424e-05	1.001448e-04	1.024245e-04	1.117155e-04	1.097337e-04	1.013329e-04	1.082614e-04	1.216593e-04	1.049797e-04	1.023173e-04	1.012849e-04	1.183355e-04	1.127502e-04	DDB_G0289361	csn2	NA	proteasome component region PCI (PINT) domain-containing protein, COP9 signalosome complex subunit 2	Q54HL6
3.163940e-05	3.623886e-05	3.993969e-05	3.055008e-05	3.294720e-05	3.439527e-05	2.389995e-05	3.593361e-05	3.409437e-05	2.177362e-05	2.802244e-05	2.381877e-05	2.677319e-05	2.166731e-05	2.440936e-05	DDB_G0289357	DDB_G0289357	NA	NA	Q54HM2
2.952489e-06	1.978161e-06	2.603674e-06	2.173035e-06	2.930408e-06	2.734485e-06	2.613399e-06	2.542648e-06	2.590549e-06	9.265126e-06	1.244645e-05	7.444619e-06	1.543419e-05	9.983442e-06	1.059999e-05	DDB_G0289319	mybQ	NA	myb domain-containing protein	Q54HP1
2.354910e-04	2.086391e-04	2.427113e-04	2.146948e-04	2.227842e-04	2.319606e-04	2.167515e-04	2.085223e-04	2.011666e-04	2.279980e-04	2.030983e-04	2.148678e-04	1.871161e-04	1.677314e-04	2.239421e-04	DDB_G0289317	drg1	NA	Developmentally-regulated GTP-binding protein 1	Q54HP3
8.334986e-05	7.622171e-05	7.319715e-05	7.618922e-05	8.379739e-05	5.075034e-05	7.312958e-05	8.238394e-05	8.233129e-05	8.644109e-05	9.323716e-05	8.397445e-05	9.471195e-05	9.181661e-05	8.995338e-05	DDB_G0289247	apm1	Ap-1&mu;1	mu1, clathrin-adaptor medium chain AP-1	Q54HS9
8.005240e-05	6.598265e-05	5.742656e-05	4.772867e-05	8.338088e-05	9.959626e-05	8.660516e-05	8.163793e-05	7.432649e-05	1.396964e-04	1.363972e-04	1.281513e-04	1.568738e-04	1.159102e-04	1.369412e-04	DDB_G0289189	psmD10	NA	ankyrin repeat-containing protein, 26S proteasome non-ATPase regulatory subunit 10, 26S proteasome regulatory subunit p28	Q54HW1
5.811686e-05	1.331612e-04	1.821022e-04	8.479371e-05	6.373341e-05	1.307041e-04	9.649073e-05	9.757364e-05	1.091842e-04	1.264374e-04	3.591446e-05	1.124118e-04	5.256544e-05	8.611221e-05	1.296612e-04	DDB_G0289171	DDB_G0289171	NA	unknown	Q54HW8
5.039429e-06	1.996485e-06	1.771373e-06	2.746280e-06	3.881087e-06	3.724879e-06	4.686283e-06	3.070216e-06	2.585391e-06	6.058062e-06	5.866748e-06	5.887127e-06	3.233181e-06	3.463210e-06	5.047883e-06	DDB_G0289159	DDB_G0289159	NA	NA	Q54HX2
7.132218e-05	1.060206e-04	6.379566e-05	9.481214e-05	1.290013e-04	2.894180e-06	9.566968e-05	9.630425e-05	9.535036e-05	7.268815e-05	2.859581e-06	8.056362e-05	7.208373e-05	6.625698e-05	7.441076e-05	DDB_G0289149	litaf	NA	lipopolysaccharide-induced TNF factor homolog	Q54HX8
5.687964e-05	4.710281e-05	5.678164e-05	4.730655e-05	3.729773e-05	3.704382e-05	3.120415e-05	4.293253e-05	3.436566e-05	1.680259e-06	2.405667e-06	1.601834e-06	1.887120e-06	3.257565e-06	2.698132e-05	DDB_G0289137	DDB_G0289137	NA	NA	Q54HY7
1.874513e-03	1.817911e-03	1.898774e-03	1.728842e-03	1.749777e-03	1.741279e-03	1.688081e-03	1.591378e-03	1.815460e-03	1.441911e-03	1.444353e-03	1.690038e-03	1.235020e-03	1.741408e-03	1.524871e-03	DDB_G0289085	mmsdh	ALDH6	methylmalonate-semialdehyde dehydrogenase (acylating)	Q54I10
2.486994e-03	2.747948e-03	3.237231e-03	2.676959e-03	2.536757e-03	2.067169e-03	2.565056e-03	2.693035e-03	2.460696e-03	2.245552e-03	2.027745e-03	2.473863e-03	2.183175e-03	2.186814e-03	2.302095e-03	DDB_G0289025	rps7	rpgE	40S ribosomal protein S7	Q54I41
1.596055e-06	8.674441e-06	3.862405e-06	1.944556e-06	2.398153e-06	1.602764e-05	2.825100e-06	2.458934e-06	2.854443e-06	1.330470e-05	4.587176e-06	2.921200e-06	1.310976e-05	1.383046e-05	8.235032e-06	DDB_G0289013	slc44a2	NA	solute carrier family 44 protein member 2	Q54I48
1.005363e-04	1.304745e-04	1.574987e-04	1.235546e-04	1.331097e-04	1.378654e-04	1.376089e-04	1.287625e-04	1.164854e-04	1.119115e-04	9.959940e-05	1.314490e-04	1.042628e-04	1.231611e-04	9.420490e-05	DDB_G0288991	DDB_G0288991	NA	unknown	Q54I57
1.576953e-04	2.029073e-04	1.583276e-04	1.430617e-04	1.401427e-04	1.519024e-04	1.166022e-04	1.297875e-04	1.035509e-04	7.879111e-05	9.626421e-05	6.384501e-05	1.097446e-04	1.003428e-04	8.664085e-05	DDB_G0288989	nipsnap	NA	Protein NipSnap homolog 1	Q54I58
7.680502e-05	6.876521e-05	7.510734e-05	7.019567e-05	7.092606e-05	6.885037e-05	5.926645e-05	6.390234e-05	6.284606e-05	6.152367e-05	6.268714e-05	5.717011e-05	6.698337e-05	6.182002e-05	6.026430e-05	DDB_G0288985	purN	GART	phosphoribosylglycinamide formyltransferase	Q54I60
1.226883e-04	1.225752e-04	1.452488e-04	1.264778e-04	1.191783e-04	1.133429e-04	9.201385e-05	1.234264e-04	1.176857e-04	1.183316e-04	1.194961e-04	1.122068e-04	1.242254e-04	9.218748e-05	1.229624e-04	DDB_G0288937	arpA	DdArp1, Arp1	alpha-centractin, polyphosphate kinase component, poly P kinase component, actin related protein 1	Q54I79
1.280568e-04	1.462640e-04	1.709282e-04	1.491023e-04	1.485238e-04	1.401867e-04	1.546786e-04	1.275912e-04	1.340313e-04	1.521581e-04	1.138349e-04	1.375157e-04	8.977267e-05	1.418386e-04	1.391841e-04	DDB_G0288935	panC	NA	pantoate-beta-alanine ligase	Q54I80
3.924115e-05	4.239672e-05	5.283253e-05	4.933209e-05	4.194180e-05	4.333302e-05	4.330841e-05	5.239181e-05	4.476484e-05	4.890904e-05	5.033853e-05	4.664861e-05	4.515308e-05	5.258033e-05	4.775774e-05	DDB_G0288961	eif2b1	NA	translation initiation factor eIF-2B alpha subunit	Q54I81
1.281949e-04	1.254668e-04	1.157358e-04	1.315107e-04	1.236899e-04	1.310048e-04	1.592740e-04	1.599451e-04	1.440049e-04	2.139768e-04	2.090003e-04	1.990099e-04	2.083482e-04	2.277297e-04	2.079700e-04	DDB_G0288933	cda	NA	cytidine deaminase	Q54I82
3.086828e-04	3.825404e-04	3.667859e-04	3.324024e-04	3.039138e-04	3.328100e-04	3.193411e-04	3.468107e-04	3.329737e-04	3.074269e-04	2.781258e-04	3.305763e-04	2.533977e-04	3.651926e-04	3.548378e-04	DDB_G0288875	ndufv1	veg107, rcdG, qinA	ubiquinone oxidoreductase, NADH dehydrogenase ubiquinone flavoprotein 1, NADH-ubiquinone oxidoreductase	Q54I90
6.089293e-05	3.896538e-05	3.860797e-05	7.202615e-05	6.253251e-05	6.284588e-05	1.041931e-04	9.686748e-05	1.063475e-04	1.183341e-04	1.080107e-04	1.529518e-04	9.242087e-05	1.678378e-04	1.325716e-04	DDB_G0288921	hspI	NA	heat shock protein Hsp20 domain-containing protein, putative alpha-crystallin-type heat shock protein	Q54I91
2.487445e-06	2.028161e-06	4.111072e-06	2.001993e-06	1.829730e-06	3.471267e-06	3.130255e-06	2.244209e-06	2.867275e-06	7.912774e-05	5.359341e-05	5.187375e-05	1.491931e-04	9.226937e-05	9.194141e-05	DDB_G0288919	psiI	NA	PA14 domain-containing protein	Q54I92
8.458288e-04	8.834474e-04	8.330971e-04	7.494612e-04	8.161140e-04	7.627590e-04	7.017272e-04	6.447724e-04	6.720804e-04	3.523330e-04	3.844526e-04	4.313819e-04	1.935093e-04	3.977290e-04	3.615875e-04	DDB_G0288907	smtA	erg6, Smt1	putative delta-24-sterol methyltransferase Smt1	Q54I98
3.808998e-05	3.976658e-05	4.841699e-05	3.687307e-05	3.860847e-05	2.680762e-05	2.408584e-05	2.876355e-05	3.452673e-05	1.994710e-06	2.446119e-06	2.138679e-06	1.931846e-06	2.824789e-06	2.354975e-05	DDB_G0288903	cox19	NA	cytochrome oxidase subunit 19	Q54IA0
1.580921e-04	1.314951e-04	1.341285e-04	1.291403e-04	1.282483e-04	2.057740e-04	1.411560e-04	1.359732e-04	1.307855e-04	1.353908e-04	1.437425e-04	1.293272e-04	1.211460e-04	8.049424e-05	1.279848e-04	DDB_G0288893	hemF	CPO	coproporphyrinogen III oxidase, coproporphyrinogen oxidase	Q54IA7
1.262632e-05	6.522686e-06	1.324343e-05	3.392777e-06	7.128055e-06	7.806613e-06	3.802732e-06	9.031719e-06	6.650684e-06	8.181504e-06	1.149180e-05	1.056451e-05	1.752247e-06	8.477162e-06	9.358828e-06	DDB_G0288891	hemH	FECH	ferrochelatase	Q54IA8
5.635777e-05	5.043676e-05	4.470001e-05	5.392533e-05	4.028784e-05	5.928119e-05	5.217189e-05	6.124344e-05	3.602783e-05	7.039729e-05	7.016979e-05	6.691231e-05	6.866209e-05	3.838719e-05	6.986804e-05	DDB_G0288833	derl1	NA	derlin-1	Q54IC9
1.610375e-04	1.226813e-04	1.373891e-04	1.567405e-04	1.407483e-04	1.543405e-04	2.046965e-04	1.456537e-04	1.467018e-04	1.723554e-04	1.618033e-04	2.063277e-04	1.670791e-04	2.186171e-04	1.652852e-04	DDB_G0288831	cox17	NA	cytochrome c oxidase copper chaperone	Q54ID0
8.490741e-05	9.326286e-05	1.187913e-04	7.719548e-05	9.719206e-05	1.595129e-04	1.024098e-04	9.865378e-05	8.807750e-05	1.420039e-04	1.162091e-04	1.260160e-04	1.172275e-04	1.019015e-04	1.230274e-04	DDB_G0288823	lzic	NA	leucine zipper and ICAT homologous protein LZIC	Q54ID4
1.550398e-04	1.506382e-04	1.627366e-04	1.524067e-04	1.522988e-04	1.209758e-04	1.334225e-04	1.578471e-04	1.515798e-04	1.102779e-04	1.408796e-04	1.535872e-04	9.568314e-05	1.464281e-04	1.055491e-04	DDB_G0288799	mrpl21	rpl21	ribosomal protein L21, mitochondrial	Q54IF0
2.103915e-04	2.187344e-04	2.113221e-04	2.354054e-04	1.919468e-04	2.020788e-04	2.211168e-04	2.246262e-04	1.942620e-04	1.800273e-04	1.998435e-04	1.984271e-04	1.750270e-04	1.004177e-04	1.699002e-04	DDB_G0288787	vps29	NA	metallophosphoesterase domain-containing protein, vacuolar sorting protein 29	Q54IF7
3.555467e-05	3.619569e-05	4.055018e-05	4.088920e-05	4.287971e-05	3.378679e-05	3.616470e-05	4.367101e-05	4.430800e-05	4.056205e-05	5.165074e-05	4.022735e-05	5.019290e-05	3.542285e-05	4.113110e-05	DDB_G0288753	ndrB	NA	NDR family protein kinase B	Q54IH8
8.247852e-05	7.936442e-05	9.274899e-05	7.291060e-05	7.657095e-05	7.290280e-05	6.580095e-05	7.386327e-05	7.183458e-05	8.372375e-05	8.499985e-05	8.360084e-05	8.824408e-05	8.705343e-05	8.162491e-05	DDB_G0288723	DDB_G0288723	NA	UPF0553 family protein	Q54II8
4.322783e-05	3.969333e-05	4.264349e-05	3.376612e-05	3.658928e-05	4.379185e-05	3.488966e-05	4.892460e-05	3.420735e-05	5.196344e-05	4.515896e-05	4.492563e-05	6.167111e-05	5.327886e-05	4.529977e-05	DDB_G0288719	scfd1	NA	Sec1-like family protein	Q54IJ1
3.661864e-05	3.449421e-05	2.684163e-05	3.214051e-05	3.820273e-05	3.435814e-05	3.033677e-05	2.921749e-05	2.710740e-05	2.215466e-05	1.941266e-05	2.513889e-05	2.199624e-06	2.326797e-05	1.504287e-05	DDB_G0288715	gadB	NA	glutamate decarboxylase B	Q54IJ3
8.657562e-05	8.955389e-05	8.894016e-05	9.271466e-05	7.882994e-05	5.750208e-05	8.856995e-05	9.982170e-05	8.129665e-05	8.389346e-05	7.925380e-05	9.464663e-05	7.847549e-05	1.052942e-04	7.433030e-05	DDB_G0288701	ragA	NA	Ras-related GTP-binding protein	Q54IK1
2.411063e-05	3.361005e-05	3.460574e-05	3.226847e-05	3.316495e-05	2.717317e-05	3.563907e-05	3.157138e-05	3.057898e-05	3.853634e-05	3.347244e-05	3.733593e-05	3.939851e-05	2.559780e-05	4.344523e-05	DDB_G0288699	tmem120	NA	transmembrane protein, TMPIT-like family protein, TMEM120 family protein	Q54IK2
4.409315e-05	4.332250e-05	4.904211e-05	4.245787e-05	3.973202e-05	4.960025e-05	4.215237e-05	4.216417e-05	3.792278e-05	3.660682e-05	3.894293e-05	3.956351e-05	4.423409e-05	4.756237e-05	4.140342e-05	DDB_G0288691	hook	DdHk3, hk3	hook family protein	Q54IK9
9.660456e-05	6.549062e-05	5.699859e-05	6.332120e-05	7.007067e-05	7.275470e-05	7.225790e-05	5.410587e-05	7.255485e-05	4.938169e-05	7.940917e-05	6.544024e-05	8.457906e-05	7.426378e-05	7.405938e-05	DDB_G0288671	DDB_G0288671	NA	pyrroline-5-carboxylate reductase, PCA reductase	Q54IL7
5.356841e-05	6.631440e-05	5.375402e-05	5.987762e-05	5.751754e-05	5.254039e-05	5.754185e-05	6.128934e-05	5.866678e-05	4.596053e-05	4.768041e-05	5.327441e-05	4.349217e-05	4.575374e-05	4.696991e-05	DDB_G0288647	acad8	NA	acyl-CoA dehydrogenase, acyl-Coenzyme A dehydrogenase family member 8	Q54IM8
2.084085e-04	2.033661e-04	2.215937e-04	2.263548e-04	2.448146e-04	2.234355e-04	2.049464e-04	2.490467e-04	2.520020e-04	2.646810e-04	2.693448e-04	2.569197e-04	2.807310e-04	3.175095e-04	2.863534e-04	DDB_G0288629	DDB_G0288629	tom22	putative translocase of outer mitochondrial membrane 22	Q54IN6
3.873910e-05	3.488163e-05	3.548966e-05	3.159374e-05	3.527083e-05	2.889423e-05	2.818510e-05	3.211121e-05	3.203522e-05	2.685590e-05	3.095430e-05	3.172264e-05	2.840554e-05	3.925980e-05	2.859248e-05	DDB_G0288639	DDB_G0288639	NA	DNAJ heat shock N-terminal domain-containing protein, TPR repeat-containing protein	Q54IP0
3.224625e-05	3.029014e-05	3.323258e-05	3.416292e-05	3.515025e-05	3.342452e-05	3.278678e-05	3.322686e-05	3.155401e-05	2.848997e-05	2.640053e-05	3.101222e-05	9.678986e-06	3.227233e-05	2.380631e-05	DDB_G0288617	shkB	SHK2	SH2 domain-containing protein, protein kinase, TKL group, tyrosine kinase-like protein, SHK subfamily protein kinase	Q54IP4
1.835676e-05	2.012698e-05	2.050805e-05	2.118015e-05	1.986468e-05	1.828949e-05	1.948471e-05	2.074202e-05	1.931116e-05	1.500461e-05	1.454913e-05	1.679069e-05	1.141557e-05	2.010443e-05	1.429687e-05	DDB_G0288569	washc5	WASH complex subunit 5	WASH complex subunit strumpellin	Q54IR8
2.177166e-05	1.581349e-05	2.302569e-05	1.467963e-05	1.523936e-05	1.048972e-05	1.000582e-05	1.314250e-05	1.040845e-05	2.484696e-06	8.685374e-06	2.224732e-06	2.057953e-06	4.661194e-06	4.400600e-06	DDB_G0288565	bysl	NA	bystin	Q54IS0
1.699131e-04	1.541659e-04	1.412771e-04	1.788699e-04	1.661737e-04	1.663027e-04	1.875859e-04	1.675220e-04	1.869733e-04	1.440573e-04	1.373804e-04	1.658105e-04	7.571654e-05	1.418183e-04	1.274436e-04	DDB_G0288541	maoA	NA	amine oxidase (flavin-containing), monoamine oxidase	Q54IT3
6.458764e-06	6.511446e-06	6.058507e-06	7.790890e-06	6.610925e-06	7.003409e-06	6.107144e-06	6.693513e-06	7.842502e-06	6.398428e-06	6.988608e-06	6.251807e-06	6.290536e-06	8.926608e-06	5.803602e-06	DDB_G0288449	rpc2	polr3b	RNA polymerase III, second largest subunit	Q54IZ9
2.734811e-05	2.216803e-05	2.483906e-05	1.723087e-05	2.904473e-05	1.017223e-05	2.615723e-05	2.582923e-05	1.813134e-05	3.062501e-05	2.617169e-05	2.164011e-05	2.554964e-05	3.468834e-05	2.832147e-05	DDB_G0288391	snrpB2	NA	U2 small nuclear ribonucleoprotein B	Q54J05
3.578065e-04	3.632520e-04	3.272376e-04	3.260323e-04	3.395251e-04	3.119233e-04	3.162694e-04	2.954248e-04	2.771039e-04	2.887776e-04	2.733665e-04	2.488211e-04	2.511553e-04	2.720342e-04	2.462041e-04	DDB_G0288387	accA	NA	acetyl-CoA carboxylase A	Q54J08
2.834174e-06	2.391582e-06	1.932657e-06	2.668595e-06	3.590689e-06	2.192046e-06	2.192389e-06	1.887637e-06	2.601176e-06	2.183860e-06	2.832919e-06	2.322785e-06	9.706049e-06	4.288095e-06	7.319735e-06	DDB_G0288377	gxcH	RacGEF	pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein	Q54J14
3.508360e-03	3.914932e-03	3.574602e-03	4.040231e-03	3.873127e-03	3.247487e-03	3.795717e-03	4.034355e-03	3.682270e-03	3.317763e-03	3.755632e-03	3.448995e-03	3.609126e-03	2.643655e-03	3.140693e-03	DDB_G0288349	rpl35	NA	S60 ribosomal protein L35	Q54J23
4.893034e-05	5.736617e-05	5.451810e-05	5.884704e-05	4.689089e-05	6.162034e-05	4.423725e-05	5.573758e-05	5.490225e-05	5.877413e-05	3.501105e-05	4.624037e-05	5.183573e-05	5.748630e-05	5.799998e-05	DDB_G0288347	nola3	NA	Nop10 family protein, H/ACA RNP complex subunit 3	Q54J26
2.399104e-04	2.260374e-04	2.315752e-04	2.306174e-04	2.053147e-04	2.431357e-04	2.326944e-04	2.296260e-04	2.028993e-04	2.206464e-04	2.056220e-04	2.131358e-04	2.105413e-04	2.213942e-04	1.912379e-04	DDB_G0288333	purB	NA	adenylosuccinate lyase	Q54J34
2.165467e-05	1.775713e-05	2.028582e-05	1.895995e-05	2.616450e-05	1.780930e-05	1.375715e-05	1.908315e-05	1.898600e-05	1.805072e-05	2.078728e-05	1.729848e-05	2.093735e-05	1.204502e-05	2.009720e-05	DDB_G0288327	strn	NA	WD40 repeat-containing protein, striatin	Q54J37
1.492887e-03	1.690554e-03	1.582687e-03	1.394559e-03	1.632782e-03	1.572887e-03	1.542773e-03	1.615565e-03	1.594982e-03	1.366965e-03	1.426453e-03	1.548919e-03	1.215527e-03	1.373195e-03	1.377480e-03	DDB_G0288299	pdx1	NA	vitamin B6 biosynthesis protein, putative pyridoxal biosynthesis protein PDX1	Q54J47
1.609007e-04	1.384565e-04	1.784048e-04	1.636801e-04	1.599952e-04	2.167787e-04	1.671861e-04	1.659007e-04	1.666239e-04	1.510094e-04	1.810423e-04	1.540070e-04	1.736099e-04	1.817759e-04	1.461229e-04	DDB_G0288305	pdx2	NA	SNO glutamine amidotransferase family protein, putative pyridoxal biosynthesis protein PDX2	Q54J48
1.381980e-03	1.165355e-03	1.392426e-03	1.345829e-03	1.355817e-03	1.100579e-03	1.420360e-03	1.327498e-03	1.368525e-03	1.344835e-03	1.323817e-03	1.310342e-03	1.243116e-03	1.430970e-03	1.222448e-03	DDB_G0288295	rpl12	NA	S60 ribosomal protein L12	Q54J50
7.939232e-04	7.474871e-04	6.967123e-04	7.128711e-04	7.377595e-04	7.434579e-04	6.982624e-04	6.689246e-04	6.698834e-04	6.890653e-04	7.201766e-04	6.753454e-04	6.369858e-04	7.133181e-04	6.299687e-04	DDB_G0288267	thrS1	thrS, ThrRS	threonyl-tRNA synthetase, threonine-tRNA ligase	Q54J66
1.639294e-04	1.717960e-04	1.794085e-04	1.724519e-04	1.584423e-04	2.041983e-04	1.852982e-04	1.786690e-04	2.123761e-04	1.915998e-04	1.884577e-04	2.091210e-04	1.513112e-04	1.952770e-04	1.785346e-04	DDB_G0288265	DDB_G0288265	NA	chaperonin Cpn10 family protein, chaperonin 10	Q54J68
4.383360e-03	4.331664e-03	3.757408e-03	3.909695e-03	3.993642e-03	3.879075e-03	4.617325e-03	3.923676e-03	3.555440e-03	3.789511e-03	3.189517e-03	3.773574e-03	3.387710e-03	3.529040e-03	3.993708e-03	DDB_G0288273	rpl10	rpl10e	S60 ribosomal protein L10	Q54J69
5.103819e-05	5.033356e-05	5.049974e-05	4.793007e-05	5.206300e-05	4.854310e-05	4.314367e-05	5.612261e-05	5.918701e-05	4.782036e-05	5.243214e-05	5.033183e-05	4.953573e-05	5.816838e-05	4.545011e-05	DDB_G0288257	rpb2	polr2b	RNA polymerase II core subunit, RNA polymerase II, second largest subunit	Q54J75
2.152029e-05	2.271333e-05	1.597873e-05	1.703611e-05	1.693975e-05	1.484980e-05	1.473056e-05	1.626939e-05	1.683789e-05	1.056917e-05	6.817693e-06	1.316916e-05	1.118101e-05	1.366946e-05	1.300588e-05	DDB_G0288217	mms19	NA	putative DNA repair and transcription protein	Q54J88
6.819896e-04	7.184204e-04	7.197355e-04	7.084289e-04	7.014623e-04	7.012775e-04	7.278220e-04	6.987947e-04	7.019745e-04	6.040293e-04	5.778815e-04	6.746148e-04	5.603823e-04	5.911630e-04	6.481153e-04	DDB_G0288181	hspA	hsp60, Cpn60, chaperonin 60	heat shock 60 protein A	Q54J97
2.972901e-05	2.579256e-05	3.132577e-05	2.693011e-05	3.139891e-05	3.509793e-05	2.994435e-05	3.080428e-05	3.013789e-05	3.092676e-05	2.915044e-05	2.641261e-05	2.934378e-05	3.175616e-05	2.262771e-05	DDB_G0288205	gacX	RacGAP	RhoGAP domain-containing protein, WD40 repeat-containing protein	Q54J98
2.388318e-05	2.828347e-05	1.710712e-05	1.858597e-05	1.322673e-05	1.629885e-05	2.294260e-05	2.403900e-05	2.452996e-05	3.771208e-06	1.583911e-05	7.175241e-06	2.304764e-06	1.102173e-05	1.210681e-05	DDB_G0288239	sibE	NA	type A von Willebrand factor (VWFA) domain-containing protein	Q54JA3
3.922096e-05	6.080300e-05	3.414211e-05	4.112309e-05	5.393359e-05	4.347338e-05	3.550393e-05	4.548831e-05	4.959056e-05	2.584553e-05	3.452014e-05	3.664173e-05	1.509957e-05	1.181934e-05	2.380505e-05	DDB_G0288195	sibC	NA	type A von Willebrand factor (VWFA) domain-containing protein	Q54JA5
6.746248e-05	6.075841e-05	7.540736e-05	7.068057e-05	7.457594e-05	7.486421e-05	9.799410e-05	9.844976e-05	1.151866e-04	1.316217e-04	1.277242e-04	1.456057e-04	1.364850e-04	1.114596e-04	1.505705e-04	DDB_G0288187	ddi1	NA	ubiquitin-associated (UBA) domain-containing protein	Q54JB0
6.041759e-04	5.794339e-04	5.894203e-04	5.796014e-04	5.842284e-04	5.715782e-04	6.474500e-04	6.049307e-04	5.833489e-04	4.934846e-04	4.677822e-04	6.487024e-04	4.369270e-04	6.196300e-04	5.804783e-04	DDB_G0288155	DDB_G0288155	NA	trimeric LpxA-like domain-containing protein	Q54JC2
3.162034e-04	3.035254e-04	3.111200e-04	2.830914e-04	3.075449e-04	3.067620e-04	2.808887e-04	2.897629e-04	2.691615e-04	2.800517e-04	2.872329e-04	2.672325e-04	2.720098e-04	2.534918e-04	2.616618e-04	DDB_G0288145	purL	NA	phosphoribosylformylglycinamide synthase, PFAS	Q54JC8
